date,spread
2022-01-07,1.6830000281333923
2022-01-10,1.6899999678134918
2022-01-11,1.6280000507831573
2022-01-12,1.6100000217556953
2022-01-13,1.600999966263771
2022-01-14,1.6539999544620514
2022-01-18,1.7350000143051147
2022-01-19,1.6620000153779984
2022-01-20,1.6649999469518661
2022-01-21,1.5889999717473984
2022-01-24,1.5800000131130219
2022-01-25,1.5979999899864197
2022-01-26,1.670000046491623
2022-01-27,1.6220000386238098
2022-01-28,1.608999952673912
2022-01-31,1.608999952673912
2022-02-01,1.5969999581575394
2022-02-02,1.581000030040741
2022-02-03,1.6340000182390213
2022-02-04,1.7069999426603317
2022-02-07,1.713000014424324
2022-02-08,1.6789999902248383
2022-02-09,1.6590000092983246
2022-02-10,1.6609998941421509
2022-02-11,1.6170000433921814
2022-02-14,1.6360000371932983
2022-02-15,1.6450000703334808
2022-02-16,1.673999935388565
2022-02-17,1.6270000040531158
2022-02-18,1.6140000522136688
2022-02-22,1.617999941110611
2022-02-23,1.6369999945163727
2022-02-24,1.6859999895095825
2022-02-25,1.6879999339580536
2022-02-28,1.5509999990463257
2022-03-01,1.3940000236034393
2022-03-02,1.5400000214576721
2022-03-03,1.5089999735355377
2022-03-04,1.418999969959259
2022-03-07,1.4460000395774841
2022-03-08,1.5119999647140503
2022-03-09,1.5779999494552612
2022-03-10,1.650999903678894
2022-03-11,1.6389999389648438
2022-03-14,1.7620001137256622
2022-03-15,1.7120000720024109
2022-03-16,1.754999965429306
2022-03-17,1.8319998979568481
2022-03-18,1.7650000154972076
2022-03-21,1.8600000441074371
2022-03-22,1.8529999256134033
2022-03-23,1.841000109910965
2022-03-24,1.8580000698566437
2022-03-25,1.9720001220703125
2022-03-28,1.968999981880188
2022-03-29,1.8450000882148743
2022-03-30,1.8330000638961792
2022-03-31,1.833999902009964
2022-04-01,1.877000093460083
2022-04-04,1.8739999532699585
2022-04-05,1.8880000114440918
2022-04-06,1.9459999799728394
2022-04-07,1.9919999241828918
2022-04-08,2.0450000762939453
2022-04-11,2.099999964237213
2022-04-12,1.9869999289512634
2022-04-13,1.9470000267028809
2022-04-14,2.0800000429153442
2022-04-18,2.10699999332428
2022-04-19,2.080000102519989
2022-04-20,2.044999897480011
2022-04-21,2.1170000433921814
2022-04-22,2.125999927520752
2022-04-25,2.027999997138977
2022-04-26,1.9390000700950623
2022-04-27,2.0100000500679016
2022-04-28,2.0779998898506165
2022-04-29,2.0790000557899475
2022-05-02,2.231000065803528
2022-05-03,2.065000057220459
2022-05-04,2.084000051021576
2022-05-05,2.263000011444092
2022-05-06,2.307999908924103
2022-05-09,2.278999984264374
2022-05-10,2.115000009536743
2022-05-11,2.037999987602234
2022-05-12,1.9119999408721924
2022-05-13,1.9919999241828918
2022-05-16,1.8970000743865967
2022-05-17,1.9299999475479126
2022-05-18,1.8829998970031738
2022-05-19,1.8550000190734863
2022-05-20,1.8089999556541443
2022-05-23,1.86599999666214
2022-05-24,1.7170000076293945
2022-05-25,1.7040001153945923
2022-05-26,1.7280000448226929
2022-05-27,1.718000054359436
2022-05-31,1.814000129699707
2022-06-01,1.8279999494552612
2022-06-02,1.8000000715255737
2022-06-03,1.8220000267028809
2022-06-06,1.8780001401901245
2022-06-07,1.7469998598098755
2022-06-08,1.7960000038146973
2022-06-09,1.8059998750686646
2022-06-10,1.8679999113082886
2022-06-13,1.8679999113082886
2022-06-14,1.7400000095367432
2022-06-15,1.6999999284744263
2022-06-16,1.8239998817443848
2022-06-17,1.7290000915527344
2022-06-21,1.8189998865127563
2022-06-22,1.6109999418258667
2022-06-23,1.508000135421753
2022-06-24,1.5269999504089355
2022-06-27,1.5609999895095825
2022-06-28,1.468000054359436
2022-06-29,1.3879998922348022
2022-06-30,1.3719998598098755
2022-07-01,1.2859998941421509
2022-07-05,1.1790000200271606
2022-07-06,1.0730000734329224
2022-07-07,1.154999852180481
2022-07-08,1.2580000162124634
2022-07-11,1.0379999876022339
2022-07-12,0.8450000286102295
2022-07-13,0.5810000896453857
2022-07-14,0.687000036239624
2022-07-15,0.690000057220459
2022-07-18,0.7000000476837158
2022-07-19,0.5690000057220459
2022-07-20,0.6579999923706055
2022-07-21,0.5500001907348633
2022-07-22,0.42799997329711914
2022-07-25,0.4270000457763672
2022-07-26,0.312000036239624
2022-07-27,0.3510000705718994
2022-07-28,0.372999906539917
2022-07-29,0.34399986267089844
2022-08-01,0.3409998416900635
2022-08-02,0.2779998779296875
2022-08-03,0.31999993324279785
2022-08-04,0.2980000972747803
2022-08-05,0.42999982833862305
2022-08-08,0.30500006675720215
2022-08-09,0.22699999809265137
2022-08-10,0.25099992752075195
2022-08-11,0.39800000190734863
2022-08-12,0.3489999771118164
2022-08-15,0.2779998779296875
2022-08-16,0.2259998321533203
2022-08-17,0.3249998092651367
2022-08-18,0.315000057220459
2022-08-19,0.4090001583099365
2022-08-22,0.38899993896484375
2022-08-23,0.3509998321533203
2022-08-24,0.39299988746643066
2022-08-25,0.29600000381469727
2022-08-26,0.2799999713897705
2022-08-29,0.3119997978210449
2022-08-30,0.2369999885559082
2022-08-31,0.27300000190734863
2022-09-01,0.40200018882751465
2022-09-02,0.3730001449584961
2022-09-06,0.49499988555908203
2022-09-07,0.3320000171661377
2022-09-08,0.34200000762939453
2022-09-09,0.3530001640319824
2022-09-12,0.36700010299682617
2022-09-13,0.2689998149871826
2022-09-14,0.2839999198913574
2022-09-15,0.3640000820159912
2022-09-16,0.37800002098083496
2022-09-19,0.4549999237060547
2022-09-20,0.3280000686645508
2022-09-21,0.31999993324279785
2022-09-22,0.5779998302459717
2022-09-23,0.5889999866485596
